text,cluster
текстовый текст 580,4
текстовый текст 581,0
текстовый текст 582,7
текстовый текст 583,6
текстовый текст 584,9
текстовый текст 585,0
текстовый текст 586,7
текстовый текст 587,9
текстовый текст 588,1
текстовый текст 589,4
текстовый текст 590,7
текстовый текст 591,5
текстовый текст 592,7
текстовый текст 593,1
текстовый текст 594,5
текстовый текст 595,8
текстовый текст 596,0
текстовый текст 597,9
текстовый текст 598,8
текстовый текст 599,9
текстовый текст 600,4
текстовый текст 601,8
текстовый текст 602,9
текстовый текст 603,6
текстовый текст 604,4
текстовый текст 605,6
текстовый текст 606,4
текстовый текст 607,1
текстовый текст 608,4
текстовый текст 609,6
текстовый текст 610,0
текстовый текст 611,4
текстовый текст 612,7
текстовый текст 613,6
текстовый текст 614,6
текстовый текст 615,1
текстовый текст 616,1
текстовый текст 617,3
текстовый текст 618,5
текстовый текст 619,2
текстовый текст 620,2
текстовый текст 621,2
текстовый текст 622,9
текстовый текст 623,8
текстовый текст 624,5
текстовый текст 625,8
текстовый текст 626,3
текстовый текст 627,6
текстовый текст 628,0
текстовый текст 629,8
текстовый текст 630,8
текстовый текст 631,7
текстовый текст 632,8
текстовый текст 633,9
текстовый текст 634,9
текстовый текст 635,0
текстовый текст 636,5
текстовый текст 637,9
текстовый текст 638,4
текстовый текст 639,4
текстовый текст 640,1
текстовый текст 641,3
текстовый текст 642,9
текстовый текст 643,0
текстовый текст 644,7
текстовый текст 645,0
текстовый текст 646,2
текстовый текст 647,7
текстовый текст 648,3
текстовый текст 649,3
текстовый текст 650,5
текстовый текст 651,4
текстовый текст 652,6
текстовый текст 653,1
текстовый текст 654,1
текстовый текст 655,8
текстовый текст 656,6
текстовый текст 657,1
текстовый текст 658,2
текстовый текст 659,4
текстовый текст 660,1
текстовый текст 661,9
текстовый текст 662,7
текстовый текст 663,9
текстовый текст 664,5
текстовый текст 665,0
текстовый текст 666,4
текстовый текст 667,9
текстовый текст 668,7
текстовый текст 669,4
текстовый текст 670,5
текстовый текст 671,0
текстовый текст 672,4
текстовый текст 673,9
текстовый текст 674,1
текстовый текст 675,6
текстовый текст 676,9
текстовый текст 677,7
текстовый текст 678,5
текстовый текст 679,9
текстовый текст 680,7
текстовый текст 681,5
текстовый текст 682,0
текстовый текст 683,8
текстовый текст 684,8
текстовый текст 685,5
текстовый текст 686,8
текстовый текст 687,5
текстовый текст 688,1
текстовый текст 689,9
текстовый текст 690,4
текстовый текст 691,5
текстовый текст 692,6
текстовый текст 693,9
текстовый текст 694,7
текстовый текст 695,5
текстовый текст 696,9
текстовый текст 697,7
текстовый текст 698,6
текстовый текст 699,3
текстовый текст 700,2
текстовый текст 701,9
текстовый текст 702,0
текстовый текст 703,4
текстовый текст 704,1
текстовый текст 705,9
текстовый текст 706,6
текстовый текст 707,2
текстовый текст 708,5
текстовый текст 709,8
текстовый текст 710,4
текстовый текст 711,0
текстовый текст 712,3
текстовый текст 713,0
текстовый текст 714,7
текстовый текст 715,3
текстовый текст 716,2
текстовый текст 717,8
текстовый текст 718,7
текстовый текст 719,4
текстовый текст 720,3
текстовый текст 721,2
текстовый текст 722,8
текстовый текст 723,8
текстовый текст 724,8
текстовый текст 725,5
текстовый текст 726,2
текстовый текст 727,2
текстовый текст 728,9
текстовый текст 729,7
текстовый текст 730,7
текстовый текст 731,5
текстовый текст 732,4
текстовый текст 733,3
текстовый текст 734,2
текстовый текст 735,1
текстовый текст 736,9
текстовый текст 737,9
текстовый текст 738,4
текстовый текст 739,1
текстовый текст 740,2
текстовый текст 741,0
текстовый текст 742,9
текстовый текст 743,1
текстовый текст 744,7
текстовый текст 745,5
текстовый текст 746,1
текстовый текст 747,0
текстовый текст 748,9
текстовый текст 749,0
текстовый текст 750,6
текстовый текст 751,6
текстовый текст 752,8
текстовый текст 753,5
текстовый текст 754,3
текстовый текст 755,1
текстовый текст 756,5
текстовый текст 757,3
текстовый текст 758,6
текстовый текст 759,2
текстовый текст 760,1
текстовый текст 761,5
текстовый текст 762,0
текстовый текст 763,1
текстовый текст 764,7
текстовый текст 765,8
текстовый текст 766,5
текстовый текст 767,9
текстовый текст 768,2
текстовый текст 769,4
текстовый текст 770,9
текстовый текст 771,2
текстовый текст 772,6
текстовый текст 773,1
текстовый текст 774,5
текстовый текст 775,6
текстовый текст 776,9
текстовый текст 777,0
текстовый текст 778,1
текстовый текст 779,5
текстовый текст 780,5
текстовый текст 781,9
текстовый текст 782,5
текстовый текст 783,4
текстовый текст 784,2
текстовый текст 785,5
текстовый текст 786,1
текстовый текст 787,9
текстовый текст 788,5
текстовый текст 789,3
текстовый текст 790,6
текстовый текст 791,3
текстовый текст 792,4
текстовый текст 793,9
текстовый текст 794,1
текстовый текст 795,0
текстовый текст 796,1
текстовый текст 797,2
текстовый текст 798,8
текстовый текст 799,3
текстовый текст 800,5
текстовый текст 801,5
текстовый текст 802,8
текстовый текст 803,7
текстовый текст 804,6
текстовый текст 805,8
текстовый текст 806,9
текстовый текст 807,9
текстовый текст 808,2
текстовый текст 809,9
текстовый текст 810,0
текстовый текст 811,6
текстовый текст 812,7
текстовый текст 813,5
текстовый текст 814,9
текстовый текст 815,8
текстовый текст 816,3
текстовый текст 817,2
текстовый текст 818,5
текстовый текст 819,8
текстовый текст 820,3
текстовый текст 821,6
текстовый текст 822,7
текстовый текст 823,3
текстовый текст 824,2
текстовый текст 825,1
текстовый текст 826,6
текстовый текст 827,1
текстовый текст 828,2
текстовый текст 829,5
текстовый текст 830,5
текстовый текст 831,0
текстовый текст 832,0
текстовый текст 833,5
текстовый текст 834,9
текстовый текст 835,9
текстовый текст 836,1
текстовый текст 837,1
текстовый текст 838,5
текстовый текст 839,9
текстовый текст 840,0
текстовый текст 841,7
текстовый текст 842,0
текстовый текст 843,6
текстовый текст 844,8
текстовый текст 845,8
текстовый текст 846,3
текстовый текст 847,0
текстовый текст 848,5
текстовый текст 849,6
текстовый текст 850,5
текстовый текст 851,7
текстовый текст 852,5
текстовый текст 853,3
текстовый текст 854,9
текстовый текст 855,0
текстовый текст 856,9
текстовый текст 857,6
текстовый текст 858,5
текстовый текст 859,1
текстовый текст 860,1
текстовый текст 861,4
текстовый текст 862,5
текстовый текст 863,2
текстовый текст 864,9
текстовый текст 865,6
текстовый текст 866,2
текстовый текст 867,7
текстовый текст 868,8
текстовый текст 869,3
текстовый текст 870,7
текстовый текст 871,6
текстовый текст 872,0
текстовый текст 873,0
текстовый текст 874,3
текстовый текст 875,2
текстовый текст 876,5
текстовый текст 877,2
текстовый текст 878,3
текстовый текст 879,1
текстовый текст 880,9
текстовый текст 881,4
текстовый текст 882,8
текстовый текст 883,9
текстовый текст 884,4
текстовый текст 885,9
текстовый текст 886,6
текстовый текст 887,3
текстовый текст 888,0
текстовый текст 889,2
текстовый текст 890,0
текстовый текст 891,5
текстовый текст 892,8
текстовый текст 893,3
текстовый текст 894,5
текстовый текст 895,7
текстовый текст 896,7
текстовый текст 897,9
текстовый текст 898,8
текстовый текст 899,6
текстовый текст 900,8
текстовый текст 901,0
текстовый текст 902,4
текстовый текст 903,2
текстовый текст 904,4
текстовый текст 905,7
текстовый текст 906,1
текстовый текст 907,6
текстовый текст 908,8
текстовый текст 909,2
текстовый текст 910,7
текстовый текст 911,1
текстовый текст 912,2
текстовый текст 913,3
текстовый текст 914,6
текстовый текст 915,2
текстовый текст 916,6
текстовый текст 917,8
текстовый текст 918,7
текстовый текст 919,6
текстовый текст 920,6
текстовый текст 921,8
текстовый текст 922,7
текстовый текст 923,6
текстовый текст 924,7
текстовый текст 925,1
текстовый текст 926,2
текстовый текст 927,9
текстовый текст 928,1
текстовый текст 929,0
текстовый текст 930,2
текстовый текст 931,2
текстовый текст 932,5
текстовый текст 933,1
текстовый текст 934,6
текстовый текст 935,4
текстовый текст 936,4
текстовый текст 937,0
текстовый текст 938,1
текстовый текст 939,8
текстовый текст 940,3
текстовый текст 941,4
текстовый текст 942,0
текстовый текст 943,1
текстовый текст 944,3
текстовый текст 945,1
текстовый текст 946,1
текстовый текст 947,6
текстовый текст 948,9
текстовый текст 949,5
текстовый текст 950,4
текстовый текст 951,8
текстовый текст 952,2
текстовый текст 953,4
текстовый текст 954,6
текстовый текст 955,0
текстовый текст 956,6
текстовый текст 957,4
текстовый текст 958,3
текстовый текст 959,1
текстовый текст 960,0
текстовый текст 961,2
текстовый текст 962,1
текстовый текст 963,8
текстовый текст 964,0
текстовый текст 965,9
текстовый текст 966,7
текстовый текст 967,3
текстовый текст 968,5
текстовый текст 969,7
текстовый текст 970,3
текстовый текст 971,8
текстовый текст 972,4
текстовый текст 973,0
текстовый текст 974,0
текстовый текст 975,7
текстовый текст 976,7
текстовый текст 977,0
текстовый текст 978,0
текстовый текст 979,3
текстовый текст 980,9
текстовый текст 981,8
текстовый текст 982,8
текстовый текст 983,2
текстовый текст 984,9
текстовый текст 985,2
текстовый текст 986,1
текстовый текст 987,3
текстовый текст 988,1
текстовый текст 989,7
текстовый текст 990,3
текстовый текст 991,6
текстовый текст 992,5
текстовый текст 993,4
текстовый текст 994,4
текстовый текст 995,6
текстовый текст 996,7
текстовый текст 997,7
текстовый текст 998,9
текстовый текст 999,9
текстовый текст 1000,3
текстовый текст 1001,8
текстовый текст 1002,0
текстовый текст 1003,4
текстовый текст 1004,6
текстовый текст 1005,4
текстовый текст 1006,4
текстовый текст 1007,9
текстовый текст 1008,0
текстовый текст 1009,5
текстовый текст 1010,3
текстовый текст 1011,4
текстовый текст 1012,9
текстовый текст 1013,5
текстовый текст 1014,2
текстовый текст 1015,4
текстовый текст 1016,1
текстовый текст 1017,5
текстовый текст 1018,6
текстовый текст 1019,9
текстовый текст 1020,0
текстовый текст 1021,5
текстовый текст 1022,2
текстовый текст 1023,3
текстовый текст 1024,0
текстовый текст 1025,1
текстовый текст 1026,3
текстовый текст 1027,1
текстовый текст 1028,8
текстовый текст 1029,9
текстовый текст 1030,8
текстовый текст 1031,9
текстовый текст 1032,0
текстовый текст 1033,7
текстовый текст 1034,3
текстовый текст 1035,4
текстовый текст 1036,0
текстовый текст 1037,3
текстовый текст 1038,9
текстовый текст 1039,5
текстовый текст 1040,8
текстовый текст 1041,3
текстовый текст 1042,2
текстовый текст 1043,1
текстовый текст 1044,6
текстовый текст 1045,1
текстовый текст 1046,0
текстовый текст 1047,5
текстовый текст 1048,7
текстовый текст 1049,3
текстовый текст 1050,6
текстовый текст 1051,8
текстовый текст 1052,0
текстовый текст 1053,1
текстовый текст 1054,0
текстовый текст 1055,6
текстовый текст 1056,3
текстовый текст 1057,6
текстовый текст 1058,8
текстовый текст 1059,2
текстовый текст 1060,6
текстовый текст 1061,1
текстовый текст 1062,6
текстовый текст 1063,4
текстовый текст 1064,6
текстовый текст 1065,6
текстовый текст 1066,2
текстовый текст 1067,5
текстовый текст 1068,0
текстовый текст 1069,3
текстовый текст 1070,5
текстовый текст 1071,4
текстовый текст 1072,6
текстовый текст 1073,2
текстовый текст 1074,3
текстовый текст 1075,8
текстовый текст 1076,4
текстовый текст 1077,6
текстовый текст 1078,3
текстовый текст 1079,8
текстовый текст 1080,0
текстовый текст 1081,6
текстовый текст 1082,6
текстовый текст 1083,6
текстовый текст 1084,4
текстовый текст 1085,5
текстовый текст 1086,4
текстовый текст 1087,8
текстовый текст 1088,6
текстовый текст 1089,0
текстовый текст 1090,0
текстовый текст 1091,5
текстовый текст 1092,4
текстовый текст 1093,2
текстовый текст 1094,2
текстовый текст 1095,0
текстовый текст 1096,6
текстовый текст 1097,5
текстовый текст 1098,2
текстовый текст 1099,6
текстовый текст 1100,3
текстовый текст 1101,3
текстовый текст 1102,3
текстовый текст 1103,8
текстовый текст 1104,1
текстовый текст 1105,6
текстовый текст 1106,4
текстовый текст 1107,0
текстовый текст 1108,6
текстовый текст 1109,0
текстовый текст 1110,8
текстовый текст 1111,0
текстовый текст 1112,9
текстовый текст 1113,2
текстовый текст 1114,2
текстовый текст 1115,3
текстовый текст 1116,5
текстовый текст 1117,7
текстовый текст 1118,4
текстовый текст 1119,0
текстовый текст 1120,4
текстовый текст 1121,4
текстовый текст 1122,5
текстовый текст 1123,1
текстовый текст 1124,6
текстовый текст 1125,2
текстовый текст 1126,8
текстовый текст 1127,1
текстовый текст 1128,1
текстовый текст 1129,3
текстовый текст 1130,5
текстовый текст 1131,5
текстовый текст 1132,0
текстовый текст 1133,4
текстовый текст 1134,4
текстовый текст 1135,7
текстовый текст 1136,7
текстовый текст 1137,7
текстовый текст 1138,0
текстовый текст 1139,4
текстовый текст 1140,4
текстовый текст 1141,3
текстовый текст 1142,2
текстовый текст 1143,6
текстовый текст 1144,1
текстовый текст 1145,8
текстовый текст 1146,4
текстовый текст 1147,2
текстовый текст 1148,5
текстовый текст 1149,8
текстовый текст 1150,3
текстовый текст 1151,6
текстовый текст 1152,8
текстовый текст 1153,7
текстовый текст 1154,2
текстовый текст 1155,3
текстовый текст 1156,2
текстовый текст 1157,3
текстовый текст 1158,0
текстовый текст 1159,2
текстовый текст 1160,0
текстовый текст 1161,6
текстовый текст 1162,4
текстовый текст 1163,4
текстовый текст 1164,2
текстовый текст 1165,2
текстовый текст 1166,1
текстовый текст 1167,2
текстовый текст 1168,2
текстовый текст 1169,6
текстовый текст 1170,6
текстовый текст 1171,1
текстовый текст 1172,7
текстовый текст 1173,7
текстовый текст 1174,4
текстовый текст 1175,5
текстовый текст 1176,9
текстовый текст 1177,3
текстовый текст 1178,3
текстовый текст 1179,9
текстовый текст 1180,5
текстовый текст 1181,8
текстовый текст 1182,1
текстовый текст 1183,3
текстовый текст 1184,5
текстовый текст 1185,5
текстовый текст 1186,4
текстовый текст 1187,4
текстовый текст 1188,2
текстовый текст 1189,8
текстовый текст 1190,5
текстовый текст 1191,7
текстовый текст 1192,5
текстовый текст 1193,8
текстовый текст 1194,6
текстовый текст 1195,5
текстовый текст 1196,1
текстовый текст 1197,2
текстовый текст 1198,2
текстовый текст 1199,1
текстовый текст 1200,8
текстовый текст 1201,0
текстовый текст 1202,8
текстовый текст 1203,5
текстовый текст 1204,7
текстовый текст 1205,5
текстовый текст 1206,9
текстовый текст 1207,7
текстовый текст 1208,8
текстовый текст 1209,9
текстовый текст 1210,4
текстовый текст 1211,4
текстовый текст 1212,1
текстовый текст 1213,2
текстовый текст 1214,1
текстовый текст 1215,4
текстовый текст 1216,2
текстовый текст 1217,8
текстовый текст 1218,2
текстовый текст 1219,1
текстовый текст 1220,6
текстовый текст 1221,2
текстовый текст 1222,7
текстовый текст 1223,1
текстовый текст 1224,4
текстовый текст 1225,2
текстовый текст 1226,8
текстовый текст 1227,2
текстовый текст 1228,2
текстовый текст 1229,1
текстовый текст 1230,8
текстовый текст 1231,4
текстовый текст 1232,6
текстовый текст 1233,9
текстовый текст 1234,1
текстовый текст 1235,1
текстовый текст 1236,1
текстовый текст 1237,8
текстовый текст 1238,2
текстовый текст 1239,6
текстовый текст 1240,3
текстовый текст 1241,6
текстовый текст 1242,8
текстовый текст 1243,1
текстовый текст 1244,7
текстовый текст 1245,8
текстовый текст 1246,0
текстовый текст 1247,1
текстовый текст 1248,4
текстовый текст 1249,7
текстовый текст 1250,6
текстовый текст 1251,6
текстовый текст 1252,8
текстовый текст 1253,8
текстовый текст 1254,7
текстовый текст 1255,3
текстовый текст 1256,1
текстовый текст 1257,7
текстовый текст 1258,5
текстовый текст 1259,7
текстовый текст 1260,8
текстовый текст 1261,0
текстовый текст 1262,4
текстовый текст 1263,2
текстовый текст 1264,1
текстовый текст 1265,2
текстовый текст 1266,5
текстовый текст 1267,7
текстовый текст 1268,7
текстовый текст 1269,9
текстовый текст 1270,4
текстовый текст 1271,7
текстовый текст 1272,4
текстовый текст 1273,6
текстовый текст 1274,3
текстовый текст 1275,3
текстовый текст 1276,0
текстовый текст 1277,9
текстовый текст 1278,7
текстовый текст 1279,3
текстовый текст 1280,6
текстовый текст 1281,3
текстовый текст 1282,3
текстовый текст 1283,7
текстовый текст 1284,6
текстовый текст 1285,1
текстовый текст 1286,3
текстовый текст 1287,2
текстовый текст 1288,3
текстовый текст 1289,6
текстовый текст 1290,1
текстовый текст 1291,8
текстовый текст 1292,0
текстовый текст 1293,9
текстовый текст 1294,1
текстовый текст 1295,6
текстовый текст 1296,1
текстовый текст 1297,5
текстовый текст 1298,9
текстовый текст 1299,9
текстовый текст 1300,6
текстовый текст 1301,4
текстовый текст 1302,1
текстовый текст 1303,9
текстовый текст 1304,7
текстовый текст 1305,7
текстовый текст 1306,7
текстовый текст 1307,5
текстовый текст 1308,3
текстовый текст 1309,0
текстовый текст 1310,8
текстовый текст 1311,0
текстовый текст 1312,6
текстовый текст 1313,6
текстовый текст 1314,6
текстовый текст 1315,1
текстовый текст 1316,9
текстовый текст 1317,0
текстовый текст 1318,7
текстовый текст 1319,6
текстовый текст 1320,5
текстовый текст 1321,3
текстовый текст 1322,5
текстовый текст 1323,5
текстовый текст 1324,0
текстовый текст 1325,9
текстовый текст 1326,3
текстовый текст 1327,0
текстовый текст 1328,1
текстовый текст 1329,9
текстовый текст 1330,9
текстовый текст 1331,5
текстовый текст 1332,1
текстовый текст 1333,7
текстовый текст 1334,4
текстовый текст 1335,8
текстовый текст 1336,7
текстовый текст 1337,2
текстовый текст 1338,7
текстовый текст 1339,0
текстовый текст 1340,8
текстовый текст 1341,7
текстовый текст 1342,9
текстовый текст 1343,1
текстовый текст 1344,9
текстовый текст 1345,2
текстовый текст 1346,5
текстовый текст 1347,9
текстовый текст 1348,2
текстовый текст 1349,9
текстовый текст 1350,1
текстовый текст 1351,1
текстовый текст 1352,5
текстовый текст 1353,4
текстовый текст 1354,9
текстовый текст 1355,4
текстовый текст 1356,1
текстовый текст 1357,2
текстовый текст 1358,1
текстовый текст 1359,4
текстовый текст 1360,7
текстовый текст 1361,7
текстовый текст 1362,0
текстовый текст 1363,8
текстовый текст 1364,0
текстовый текст 1365,0
текстовый текст 1366,0
текстовый текст 1367,2
текстовый текст 1368,3
текстовый текст 1369,9
текстовый текст 1370,3
текстовый текст 1371,6
текстовый текст 1372,7
текстовый текст 1373,1
текстовый текст 1374,1
текстовый текст 1375,6
текстовый текст 1376,9
текстовый текст 1377,1
текстовый текст 1378,2
текстовый текст 1379,2
текстовый текст 1380,2
текстовый текст 1381,0
текстовый текст 1382,4
текстовый текст 1383,2
текстовый текст 1384,9
текстовый текст 1385,6
текстовый текст 1386,7
текстовый текст 1387,4
текстовый текст 1388,6
текстовый текст 1389,2
текстовый текст 1390,1
текстовый текст 1391,9
текстовый текст 1392,7
текстовый текст 1393,2
текстовый текст 1394,4
текстовый текст 1395,0
текстовый текст 1396,6
текстовый текст 1397,3
текстовый текст 1398,2
текстовый текст 1399,5
текстовый текст 1400,4
текстовый текст 1401,8
текстовый текст 1402,8
текстовый текст 1403,9
текстовый текст 1404,3
текстовый текст 1405,6
текстовый текст 1406,0
текстовый текст 1407,8
текстовый текст 1408,4
текстовый текст 1409,4
текстовый текст 1410,0
текстовый текст 1411,5
текстовый текст 1412,8
текстовый текст 1413,6
текстовый текст 1414,0
текстовый текст 1415,6
текстовый текст 1416,1
текстовый текст 1417,4
текстовый текст 1418,4
текстовый текст 1419,8
текстовый текст 1420,8
текстовый текст 1421,4
текстовый текст 1422,1
текстовый текст 1423,5
текстовый текст 1424,0
текстовый текст 1425,6
текстовый текст 1426,0
текстовый текст 1427,2
текстовый текст 1428,1
текстовый текст 1429,7
текстовый текст 1430,3
текстовый текст 1431,3
текстовый текст 1432,8
текстовый текст 1433,0
текстовый текст 1434,8
текстовый текст 1435,4
текстовый текст 1436,1
текстовый текст 1437,3
текстовый текст 1438,9
текстовый текст 1439,0
текстовый текст 1440,3
текстовый текст 1441,3
текстовый текст 1442,6
текстовый текст 1443,8
текстовый текст 1444,8
текстовый текст 1445,7
текстовый текст 1446,7
текстовый текст 1447,5
текстовый текст 1448,5
текстовый текст 1449,3
текстовый текст 1450,7
текстовый текст 1451,1
текстовый текст 1452,4
текстовый текст 1453,6
текстовый текст 1454,3
текстовый текст 1455,9
текстовый текст 1456,8
текстовый текст 1457,4
текстовый текст 1458,8
текстовый текст 1459,5
текстовый текст 1460,3
текстовый текст 1461,5
текстовый текст 1462,6
текстовый текст 1463,5
текстовый текст 1464,5
текстовый текст 1465,1
текстовый текст 1466,8
текстовый текст 1467,5
текстовый текст 1468,3
текстовый текст 1469,8
текстовый текст 1470,8
текстовый текст 1471,8
текстовый текст 1472,2
текстовый текст 1473,1
текстовый текст 1474,3
текстовый текст 1475,9
текстовый текст 1476,6
текстовый текст 1477,9
текстовый текст 1478,9
текстовый текст 1479,1
текстовый текст 1480,6
текстовый текст 1481,3
текстовый текст 1482,6
текстовый текст 1483,3
текстовый текст 1484,5
текстовый текст 1485,4
текстовый текст 1486,4
текстовый текст 1487,4
текстовый текст 1488,7
текстовый текст 1489,9
текстовый текст 1490,2
текстовый текст 1491,7
текстовый текст 1492,9
текстовый текст 1493,3
текстовый текст 1494,0
текстовый текст 1495,1
текстовый текст 1496,4
текстовый текст 1497,8
текстовый текст 1498,2
текстовый текст 1499,8
текстовый текст 1500,5
текстовый текст 1501,8
текстовый текст 1502,5
текстовый текст 1503,6
текстовый текст 1504,0
текстовый текст 1505,7
текстовый текст 1506,3
текстовый текст 1507,0
текстовый текст 1508,7
текстовый текст 1509,6
текстовый текст 1510,8
текстовый текст 1511,0
текстовый текст 1512,1
текстовый текст 1513,3
текстовый текст 1514,4
текстовый текст 1515,8
текстовый текст 1516,9
текстовый текст 1517,8
текстовый текст 1518,9
текстовый текст 1519,3
текстовый текст 1520,1
текстовый текст 1521,7
текстовый текст 1522,4
текстовый текст 1523,2
текстовый текст 1524,1
текстовый текст 1525,1
текстовый текст 1526,1
текстовый текст 1527,0
текстовый текст 1528,4
текстовый текст 1529,5
текстовый текст 1530,2
текстовый текст 1531,3
текстовый текст 1532,6
текстовый текст 1533,0
текстовый текст 1534,7
текстовый текст 1535,2
текстовый текст 1536,8
текстовый текст 1537,9
текстовый текст 1538,8
текстовый текст 1539,3
текстовый текст 1540,4
текстовый текст 1541,7
текстовый текст 1542,3
текстовый текст 1543,0
текстовый текст 1544,0
текстовый текст 1545,6
текстовый текст 1546,5
текстовый текст 1547,6
текстовый текст 1548,6
текстовый текст 1549,3
текстовый текст 1550,2
текстовый текст 1551,4
текстовый текст 1552,5
текстовый текст 1553,5
текстовый текст 1554,0
текстовый текст 1555,3
текстовый текст 1556,0
текстовый текст 1557,7
текстовый текст 1558,4
текстовый текст 1559,4
текстовый текст 1560,7
текстовый текст 1561,0
текстовый текст 1562,7
текстовый текст 1563,8
текстовый текст 1564,2
текстовый текст 1565,5
текстовый текст 1566,4
текстовый текст 1567,1
текстовый текст 1568,4
текстовый текст 1569,9
текстовый текст 1570,3
текстовый текст 1571,9
текстовый текст 1572,1
текстовый текст 1573,8
текстовый текст 1574,1
текстовый текст 1575,3
текстовый текст 1576,7
текстовый текст 1577,3
текстовый текст 1578,2
текстовый текст 1579,7
текстовый текст 1580,1
текстовый текст 1581,1
текстовый текст 1582,9
текстовый текст 1583,4
текстовый текст 1584,0
текстовый текст 1585,1
текстовый текст 1586,2
текстовый текст 1587,9
текстовый текст 1588,5
текстовый текст 1589,1
текстовый текст 1590,0
текстовый текст 1591,5
текстовый текст 1592,7
текстовый текст 1593,4
текстовый текст 1594,5
текстовый текст 1595,6
текстовый текст 1596,5
текстовый текст 1597,6
текстовый текст 1598,3
текстовый текст 1599,1
текстовый текст 1600,9
текстовый текст 1601,1
текстовый текст 1602,6
текстовый текст 1603,5
текстовый текст 1604,6
текстовый текст 1605,2
текстовый текст 1606,3
текстовый текст 1607,8
текстовый текст 1608,4
текстовый текст 1609,4
текстовый текст 1610,5
текстовый текст 1611,0
текстовый текст 1612,7
текстовый текст 1613,1
текстовый текст 1614,1
текстовый текст 1615,2
текстовый текст 1616,7
текстовый текст 1617,5
текстовый текст 1618,8
текстовый текст 1619,9
текстовый текст 1620,0
текстовый текст 1621,6
текстовый текст 1622,2
текстовый текст 1623,6
текстовый текст 1624,4
текстовый текст 1625,9
текстовый текст 1626,6
текстовый текст 1627,4
текстовый текст 1628,5
текстовый текст 1629,0
текстовый текст 1630,2
текстовый текст 1631,6
текстовый текст 1632,4
текстовый текст 1633,3
текстовый текст 1634,2
текстовый текст 1635,8
текстовый текст 1636,1
текстовый текст 1637,8
текстовый текст 1638,7
текстовый текст 1639,2
текстовый текст 1640,3
текстовый текст 1641,0
текстовый текст 1642,8
текстовый текст 1643,5
текстовый текст 1644,2
текстовый текст 1645,9
текстовый текст 1646,6
текстовый текст 1647,8
текстовый текст 1648,7
текстовый текст 1649,0
текстовый текст 1650,0
текстовый текст 1651,8
текстовый текст 1652,0
текстовый текст 1653,2
текстовый текст 1654,7
текстовый текст 1655,1
текстовый текст 1656,3
текстовый текст 1657,5
текстовый текст 1658,3
текстовый текст 1659,8
текстовый текст 1660,4
текстовый текст 1661,3
текстовый текст 1662,1
текстовый текст 1663,6
текстовый текст 1664,7
текстовый текст 1665,6
текстовый текст 1666,9
текстовый текст 1667,4
текстовый текст 1668,2
текстовый текст 1669,8
текстовый текст 1670,3
текстовый текст 1671,9
текстовый текст 1672,7
текстовый текст 1673,4
текстовый текст 1674,8
текстовый текст 1675,8
текстовый текст 1676,0
текстовый текст 1677,3
текстовый текст 1678,3
текстовый текст 1679,5
текстовый текст 1680,9
текстовый текст 1681,3
текстовый текст 1682,1
текстовый текст 1683,7
текстовый текст 1684,1
текстовый текст 1685,2
текстовый текст 1686,6
текстовый текст 1687,6
текстовый текст 1688,3
текстовый текст 1689,9
текстовый текст 1690,3
текстовый текст 1691,3
текстовый текст 1692,9
текстовый текст 1693,0
текстовый текст 1694,0
текстовый текст 1695,2
текстовый текст 1696,1
текстовый текст 1697,8
текстовый текст 1698,2
текстовый текст 1699,0
текстовый текст 1700,2
текстовый текст 1701,3
текстовый текст 1702,8
текстовый текст 1703,6
текстовый текст 1704,5
текстовый текст 1705,8
текстовый текст 1706,5
текстовый текст 1707,3
текстовый текст 1708,4
текстовый текст 1709,1
текстовый текст 1710,6
текстовый текст 1711,0
текстовый текст 1712,9
текстовый текст 1713,8
текстовый текст 1714,4
текстовый текст 1715,1
текстовый текст 1716,8
текстовый текст 1717,6
текстовый текст 1718,8
текстовый текст 1719,8
текстовый текст 1720,8
текстовый текст 1721,8
текстовый текст 1722,9
текстовый текст 1723,5
текстовый текст 1724,3
текстовый текст 1725,1
текстовый текст 1726,7
текстовый текст 1727,5
текстовый текст 1728,4
текстовый текст 1729,2
текстовый текст 1730,1
текстовый текст 1731,9
текстовый текст 1732,0
текстовый текст 1733,2
текстовый текст 1734,0
текстовый текст 1735,5
текстовый текст 1736,0
текстовый текст 1737,3
текстовый текст 1738,2
текстовый текст 1739,4
текстовый текст 1740,6
текстовый текст 1741,1
текстовый текст 1742,3
текстовый текст 1743,6
текстовый текст 1744,6
текстовый текст 1745,7
текстовый текст 1746,4
текстовый текст 1747,0
текстовый текст 1748,7
текстовый текст 1749,3
текстовый текст 1750,7
текстовый текст 1751,6
текстовый текст 1752,3
текстовый текст 1753,9
текстовый текст 1754,8
текстовый текст 1755,0
текстовый текст 1756,9
текстовый текст 1757,9
текстовый текст 1758,2
текстовый текст 1759,0
текстовый текст 1760,2
текстовый текст 1761,6
текстовый текст 1762,6
текстовый текст 1763,5
текстовый текст 1764,5
текстовый текст 1765,1
текстовый текст 1766,0
текстовый текст 1767,9
текстовый текст 1768,3
текстовый текст 1769,8
текстовый текст 1770,8
текстовый текст 1771,9
текстовый текст 1772,9
текстовый текст 1773,2
текстовый текст 1774,0
текстовый текст 1775,9
